C,H,N,O,VM,Ash,FC,Temp,RT,HR,pred_yield,pi95_low,pi95_high
57.173237494112755,5.60374128947714,1.085529594520551,41.42834044928739,68.12341697267664,4.288202586213398,10.653072785572029,255.35059288075735,133.065498986542,2.5323705567852137,70.56195343021989,56.882404534382744,84.24150232605703
